,Date,Value
1248,2024-09-25,1
1249,2024-09-26,1
1250,2024-09-27,1
1251,2024-09-28,1
1252,2024-09-29,1
1253,2024-09-30,1
1254,2024-10-01,1
1255,2024-10-02,1
1256,2024-10-03,1
1257,2024-10-04,1
1258,2024-10-05,1
1259,2024-10-06,1
1260,2024-10-07,1
1261,2024-10-08,1
1262,2024-10-09,1
1263,2024-10-10,1
1264,2024-10-11,1
1265,2024-10-12,1
1266,2024-10-13,1
1267,2024-10-14,1
1268,2024-10-15,1
1269,2024-10-16,1
1270,2024-10-17,1
1271,2024-10-18,1
1272,2024-10-19,1
1273,2024-10-20,1
1274,2024-10-21,1
1275,2024-10-22,1
1276,2024-10-23,1
1277,2024-10-24,1
1278,2024-10-25,1
1279,2024-10-26,1
1280,2024-10-27,1
1281,2024-10-28,1
1282,2024-10-29,1
1283,2024-10-30,1
1284,2024-10-31,1
1285,2024-11-01,1
1286,2024-11-02,1
1287,2024-11-03,1
1288,2024-11-04,1
1289,2024-11-05,1
1290,2024-11-07,1
1291,2024-11-08,1
1292,2024-11-09,1
1293,2024-11-10,1
1294,2024-11-11,1
1295,2024-11-12,1
1296,2024-11-13,1
1297,2024-11-14,1
1298,2024-11-15,1
1299,2024-11-16,1
1300,2024-11-17,1
1301,2024-11-18,1
1302,2024-11-19,1
1303,2024-11-20,1
1304,2024-11-21,1
1305,2024-11-22,1
1306,2024-11-23,1
1307,2024-11-24,1
1308,2024-11-25,1
1309,2024-11-26,1
1310,2024-11-27,1
1311,2024-11-28,1
1312,2024-11-29,1
1313,2024-11-30,1
1314,2024-12-01,1
1315,2024-12-02,1
1316,2024-12-03,1
1317,2024-12-04,1
1318,2024-12-05,1
1319,2024-12-06,1
1320,2024-12-07,1
1321,2024-12-08,1
1322,2024-12-09,1
1323,2024-12-10,1
1324,2024-12-11,1
1325,2024-12-12,1
1326,2024-12-13,1
1327,2024-12-14,1
1328,2024-12-15,1
1329,2024-12-16,1
1330,2024-12-17,1
1331,2024-12-18,1
1332,2024-12-20,1
1333,2024-12-19,1
1334,2024-12-21,1
1335,2024-12-22,1
1336,2024-12-23,1
1337,2024-12-24,1
1338,2024-12-25,1
